010000000,True,True
020000000,True,True
011000000,True,True
010100000,True,True
031000000,True,True
030100000,True,True
011110000,True,True
031100000,True,False
011111000,False,False
041200000,False,True
033100000,True,True
032200000,True,True
032110000,True,False
031300000,True,True
031210000,True,False
031111000,True,True
031110100,True,True
030211000,True,False
030111100,True,True
030103000,True,True
024100000,True,False
023200000,True,True
014110000,True,True
013111000,True,False
011211100,False,True
011111110,True,True
033200000,False,True
031111100,True,False
022220000,True,True
011411000,False,False
044200000,False,True
043300000,False,False
042310000,False,False
041311000,False,False
041211100,False,True
041203000,False,True
034210000,True,False
033310000,True,False
033220000,False,True
033211000,True,False
033111100,True,True
032410000,True,False
032320000,True,False
032311000,True,False
032211100,True,False
032111110,True,False
031411000,True,True
031321000,True,False
031312000,True,True
031311100,True,False
031221100,True,True
031213000,True,True
031211110,True,False
031121200,True,True
031113100,True,True
031112200,True,True
031112110,True,False
031111300,True,True
031111210,True,False
031111111,True,True
311111101,True,True
031110211,True,False
311101111,True,True
031110103,True,True
030322000,True,True
030211111,True,False
030114100,True,True
030111211,True,False
301111111,True,True
030111103,True,True
024310000,True,False
024220000,True,False
024211000,True,False
024111100,True,False
023410000,True,False
023311000,True,True
023310100,True,True
023212000,True,True
022411000,True,False
022311100,True,True
022222000,True,True
021411100,True,False
014410000,True,True
014311000,False,False
014221000,True,False
014211100,False,True
014121100,True,False
014111110,True,True
013411000,True,False
013111111,True,False
011421100,True,False
011411110,True,True
011231110,False,False
011131111,False,True
033311000,False,False
023311100,True,False
022231100,True,False
044311000,False,False
044211100,False,True
043420000,False,False
043411000,False,False
043311100,False,False
042421000,False,False
042412000,False,True
042321100,False,True
042313000,False,True
042311110,False,False
042221200,False,True
041422000,False,True
041314000,False,False
041214100,False,True
041211103,False,True
041201113,False,True
034330000,False,False
034321000,True,False
034312000,False,True
034221100,True,True
034211110,True,False
033421000,True,False
033411100,False,True
033331000,False,False
033322000,True,True
033321100,True,False
033313000,True,True
033311110,True,True
033232000,False,True
033231100,False,False
033221110,False,False
033211300,False,True
033211111,True,False
033111211,True,False
331111111,True,True
032431000,True,False
032422000,True,True
032421100,True,False
032411110,True,False
032331100,True,True
032322100,True,False
032321200,True,True
032321110,True,False
032311111,True,False
032222200,True,True
031432000,True,True
031422100,True,False
031412110,True,False
031411111,True,True
031323100,True,False
031322200,True,True
031322110,True,False
031321111,True,False
031313110,True,False
031224100,True,True
031223200,True,True
031222210,True,False
031221211,True,False
312211111,True,True
031221103,True,True
031214110,True,False
031211113,True,True
031133200,True,True
031124200,True,True
031122310,True,False
031121311,True,False
311212111,True,True
031121203,True,True
031114210,True,False
031113310,True,False
031113220,True,True
031113211,True,False
311131111,True,True
031112410,True,False
031112320,True,False
031112311,True,False
031111411,True,True
031111321,True,False
031111312,True,True
311112211,True,True
311111212,True,True
311111131,True,True
311111122,True,True
311111113,True,True
031110322,True,True
311101141,True,True
030333100,True,False
030323110,True,False
030322111,True,False
030214111,True,False
030114211,True,False
301141111,True,True
030111322,True,True
301111141,True,True
030101332,True,True
024411100,True,False
024311110,True,False
024232000,True,True
024231100,True,False
024222100,True,False
024221200,True,True
024221110,True,False
024211111,True,False
023421100,True,True
023411110,True,False
023341000,False,True
023321200,True,True
023313100,True,True
023312200,True,True
023312110,True,False
023311210,True,False
023311111,True,True
233111101,True,True
023310211,True,False
233101111,True,True
023223100,True,False
023222200,True,True
022441000,True,False
022431100,False,False
022411111,True,False
022341100,True,True
022331110,True,False
022314100,True,True
022311211,True,False
223111111,True,True
022233100,True,True
022223110,True,False
021232111,True,False
014431000,False,False
014421100,True,False
014411110,True,True
014341000,False,False
014331100,False,False
014321110,False,False
014241100,False,True
014232100,True,False
014231110,False,False
014222110,True,True
014221111,True,False
014111410,True,True
013431100,False,True
013411111,True,False
013341100,False,False
013331110,False,True
013241110,False,False
013111411,True,False
012441100,False,False
012242110,False,False
012241111,False,True
011432110,False,False
011431111,False,True
011423110,False,False
011414110,True,True
011413111,True,False
011342110,False,False
011333110,True,True
011323111,False,True
011242111,False,True
