111001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
111001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
111000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
111000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
111000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
430000000,|⣒⠂⠊|⠂⠂⠂|⠂⠂⠂|
421000000,|⠂⠲⠊|⠂⠂⠂|⠂⠂⠂|
412000000,|⠂⠢⠚|⠂⠂⠂|⠂⠂⠂|
411100000,|⣒⠂⠂|⠒⠂⠂|⠂⠂⠂|
411010000,|⠂⠂⠂|⠂⠒⠂|⠂⠂⠂|
411001000,|⠂⠂⠂|⠂⠂⠒|⠂⠂⠂|
411000100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
411000010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
411000001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
410200000,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
410020000,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
410002000,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
410000200,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
410000020,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
410000002,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
403000000,|⣒⠢⠂|⠂⠂⠂|⠂⠂⠂|
401200000,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
401110000,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
401020000,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
401002000,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
401000200,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
401000020,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
401000002,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
400300000,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400111000,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400030000,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400011100,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400003000,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400001110,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400000300,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400000111,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400000030,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
400000003,|⣒⠂⠂|⠂⠂⠂|⠂⠂⠂|
331000000,|⣃⣢⠒|⠊⠂⠂|⠂⠂⠂|
330100000,|⠂⠂⠢|⠒⠂⠂|⠂⠂⠂|
330010000,|⠂⠂⠂|⠂⠒⠂|⠂⠂⠂|
330001000,|⠂⠂⠂|⠂⠂⠒|⠂⠂⠂|
330000100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
330000010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
330000001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
322000000,|⠓⣂⣂|⠊⠂⠂|⠂⠂⠂|
321100000,|⠂⠓⠪|⠂⠊⠂|⠂⠂⠂|
321010000,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
320200000,|⠂⣂⠂|⣂⠂⠂|⠂⠂⠂|
320110000,|⠂⠂⠃|⠂⠂⠊|⠂⠂⠂|
320101000,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
320020000,|⠂⣂⠂|⠂⣂⠂|⠂⠂⠂|
320011000,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
320010100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
320002000,|⠂⣂⠂|⠂⠂⣂|⠂⠂⠂|
320001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
320001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
320000200,|⠂⣂⠂|⠂⠂⠂|⣂⠂⠂|
320000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
320000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
320000020,|⠂⣂⠂|⠂⠂⠂|⠂⣂⠂|
320000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
320000002,|⠂⣂⠂|⠂⠂⠂|⠂⠂⣂|
313000000,|⣃⠒⣊|⠊⠂⠂|⠂⠂⠂|
312100000,|⠂⠣⠲|⠂⠊⠂|⠂⠂⠂|
312010000,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
311200000,|⣃⠂⠂|⣚⠂⠂|⠂⠂⠂|
311110000,|⠂⠒⠋|⠂⠒⠊|⠂⠂⠂|
311101000,|⠂⠂⠂|⠂⠢⠒|⠂⠂⠂|
311100100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
311100010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
311100001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
311020000,|⣃⠂⠂|⠊⣂⠂|⠂⠂⠂|
311011000,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
311010100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
311002000,|⣃⠂⠂|⠊⠂⣂|⠂⠂⠂|
311001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
311001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
311000200,|⣃⠂⠂|⠊⠂⠂|⣂⠂⠂|
311000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
311000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
311000020,|⣃⠂⠂|⠊⠂⠂|⠂⣂⠂|
311000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
311000002,|⣃⠂⠂|⠊⠂⠂|⠂⠂⣂|
310300000,|⠂⠒⠪|⠂⠂⠂|⠂⠂⠂|
310120000,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
310111000,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310102000,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
310100200,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
310100020,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
310100002,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
310030000,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310011100,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310003000,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310001110,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310000300,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310000111,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310000030,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
310000003,|⠂⠒⠊|⠂⠂⠂|⠂⠂⠂|
303100000,|⠂⠃⠂|⠒⠊⠂|⠂⠂⠂|
303010000,|⠂⠂⠂|⠢⠒⠂|⠂⠂⠂|
303001000,|⠂⠂⠂|⠂⠂⠒|⠂⠂⠂|
303000100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
303000010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
303000001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
302200000,|⠂⠂⣂|⣂⠂⠂|⠂⠂⠂|
302110000,|⠂⠢⠓|⠂⠂⠊|⠂⠂⠂|
302101000,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
302020000,|⠂⠂⣂|⠂⣂⠂|⠂⠂⠂|
302011000,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
302010100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
302002000,|⠂⠂⣂|⠂⠂⣂|⠂⠂⠂|
302001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
302001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
302000200,|⠂⠂⣂|⠂⠂⠂|⣂⠂⠂|
302000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
302000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
302000020,|⠂⠂⣂|⠂⠂⠂|⠂⣂⠂|
302000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
302000002,|⠂⠂⣂|⠂⠂⠂|⠂⠂⣂|
301210000,|⠂⠂⠂|⠲⠂⠂|⠂⠂⠂|
301120000,|⠂⠃⠂|⠂⠚⠂|⠂⠂⠂|
301111000,|⠂⠢⠒|⠂⠂⠒|⠂⠂⠂|
301110100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
301110010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
301110001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
301102000,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
301100200,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
301100020,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
301100002,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
301030000,|⠂⠢⠒|⠢⠂⠂|⠂⠂⠂|
301012000,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
301011100,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301010200,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
301010020,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
301010002,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
301003000,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301001110,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301000300,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301000111,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301000030,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
301000003,|⠂⠢⠒|⠂⠂⠂|⠂⠂⠂|
300310000,|⠂⠂⠃|⠂⠒⠊|⠂⠂⠂|
300301000,|⠂⠂⠂|⠂⠢⠒|⠂⠂⠂|
300300100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
300300010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
300300001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
300220000,|⠂⠂⠂|⣂⣂⠂|⠂⠂⠂|
300211000,|⠂⠂⠂|⠓⠂⠂|⠊⠂⠂|
300210100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
300202000,|⠂⠂⠂|⣂⠂⣂|⠂⠂⠂|
300201100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
300201010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
300200200,|⠂⠂⠂|⣂⠂⠂|⣂⠂⠂|
300200110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
300200101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
300200020,|⠂⠂⠂|⣂⠂⠂|⠂⣂⠂|
300200011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
300200002,|⠂⠂⠂|⣂⠂⠂|⠂⠂⣂|
300121000,|⠂⠂⠂|⠂⠲⠂|⠂⠂⠂|
300112000,|⠂⠂⠃|⠂⠂⠚|⠂⠂⠂|
300111100,|⠂⠂⠂|⠒⠂⠂|⠒⠂⠂|
300111010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
300111001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
300110200,|⠂⠂⠃|⠂⠂⠊|⠂⠂⠂|
300110020,|⠂⠂⠃|⠂⠂⠊|⠂⠂⠂|
300110002,|⠂⠂⠃|⠂⠂⠊|⠂⠂⠂|
300101200,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
300101110,|⠂⠂⠂|⠒⠂⠂|⠂⠂⠂|
300101020,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
300101002,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
300100300,|⠂⠂⠂|⠒⠂⠂|⠂⠂⠂|
300100111,|⠂⠂⠂|⠒⠂⠂|⠂⠂⠂|
300100030,|⠂⠂⠂|⠒⠂⠂|⠂⠂⠂|
300100003,|⠂⠂⠂|⠒⠂⠂|⠂⠂⠂|
300031000,|⠂⠂⠂|⠃⠂⠒|⠊⠂⠂|
300030100,|⠂⠂⠂|⠂⠂⠢|⠒⠂⠂|
300030010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
300030001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
300022000,|⠂⠂⠂|⠂⣂⣂|⠂⠂⠂|
300021100,|⠂⠂⠂|⠂⠓⠂|⠂⠊⠂|
300021010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
300020200,|⠂⠂⠂|⠂⣂⠂|⣂⠂⠂|
300020110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
300020101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
300020020,|⠂⠂⠂|⠂⣂⠂|⠂⣂⠂|
300020011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
300020002,|⠂⠂⠂|⠂⣂⠂|⠂⠂⣂|
300012100,|⠂⠂⠂|⠂⠂⠲|⠂⠂⠂|
300011200,|⠂⠂⠂|⠃⠂⠂|⠚⠂⠂|
300011110,|⠂⠂⠂|⠂⠒⠂|⠂⠒⠂|
300011101,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
300011020,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
300011002,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
300010120,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
300010111,|⠂⠂⠂|⠂⠒⠂|⠂⠂⠂|
300010102,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
300010003,|⠂⠂⠂|⠂⠒⠂|⠂⠂⠂|
300003100,|⠂⠂⠂|⠂⠃⠂|⠒⠊⠂|
300003010,|⠂⠂⠂|⠂⠂⠂|⠢⠒⠂|
300003001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
300002200,|⠂⠂⠂|⠂⠂⣂|⣂⠂⠂|
300002110,|⠂⠂⠂|⠂⠂⠓|⠂⠂⠊|
300002101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
300002020,|⠂⠂⠂|⠂⠂⣂|⠂⣂⠂|
300002011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
300002002,|⠂⠂⠂|⠂⠂⣂|⠂⠂⣂|
300001210,|⠂⠂⠂|⠂⠂⠂|⠲⠂⠂|
300001120,|⠂⠂⠂|⠂⠃⠂|⠂⠚⠂|
300001111,|⠂⠂⠂|⠂⠂⠒|⠂⠂⠒|
300001102,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
300001012,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
300000310,|⠂⠂⠂|⠂⠂⠃|⠂⠒⠊|
300000301,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠒|
300000220,|⠂⠂⠂|⠂⠂⠂|⣂⣂⠂|
300000211,|⠂⠂⠂|⠂⠂⠂|⠓⠂⠂|
300000202,|⠂⠂⠂|⠂⠂⠂|⣂⠂⣂|
300000121,|⠂⠂⠂|⠂⠂⠂|⠂⠲⠂|
300000112,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠚|
300000031,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠒|
300000022,|⠂⠂⠂|⠂⠂⠂|⠂⣂⣂|
241000000,|⠓⠂⠊|⠊⠂⠂|⠂⠂⠂|
240100000,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
232000000,|⣂⠲⣂|⠂⠂⠂|⠂⠂⠂|
231100000,|⣂⣃⠂|⠂⠊⠂|⠂⠂⠂|
231010000,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
230200000,|⣂⠂⠂|⣂⠂⠂|⠂⠂⠂|
230110000,|⠂⠂⠃|⠂⠂⠊|⠂⠂⠂|
230101000,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
230020000,|⣂⠂⠂|⠂⣂⠂|⠂⠂⠂|
230011000,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
230010100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
230002000,|⣂⠂⠂|⠂⠂⣂|⠂⠂⠂|
230001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
230001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
230000200,|⣂⠂⠂|⠂⠂⠂|⣂⠂⠂|
230000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
230000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
230000020,|⣂⠂⠂|⠂⠂⠂|⠂⣂⠂|
230000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
230000002,|⣂⠂⠂|⠂⠂⠂|⠂⠂⣂|
222100000,|⠓⠂⠂|⠚⠂⠂|⠂⠂⠂|
222010000,|⠂⠂⠂|⠂⠒⠂|⠂⠂⠂|
222001000,|⠂⠂⠂|⠂⠂⠒|⠂⠂⠂|
222000100,|⠂⠂⠂|⠂⠂⠂|⠒⠂⠂|
222000010,|⠂⠂⠂|⠂⠂⠂|⠂⠒⠂|
222000001,|⠂⠂⠂|⠂⠂⠂|⠂⠂⠒|
221200000,|⠂⠂⠪|⠂⠂⠂|⠂⠂⠂|
221110000,|⣂⣂⠂|⠂⠂⠂|⠂⠂⠂|
221020000,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
221002000,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
221000200,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
221000020,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
221000002,|⠂⠂⠊|⠂⠂⠂|⠂⠂⠂|
220111000,|⣂⣂⠂|⠂⠂⠂|⠂⠂⠂|
220011100,|⣂⣂⠂|⠂⠂⠂|⠂⠂⠂|
220001110,|⣂⣂⠂|⠂⠂⠂|⠂⠂⠂|
220000111,|⣂⣂⠂|⠂⠂⠂|⠂⠂⠂|
213100000,|⣂⠂⣢|⠂⠂⠂|⠂⠂⠂|
212110000,|⠓⠂⠂|⠪⠂⠂|⠂⠂⠂|
212020000,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
212002000,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
212000200,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
212000020,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
212000002,|⠂⠢⠂|⠂⠂⠂|⠂⠂⠂|
211210000,|⠂⠂⠣|⠂⠂⠊|⠂⠂⠂|
211201000,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
211120000,|⣂⠂⠂|⠂⣂⠂|⠂⠂⠂|
211111000,|⠓⠂⠂|⠋⠂⠂|⠊⠂⠂|
211110100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
211102000,|⣂⠂⠂|⠂⠂⣂|⠂⠂⠂|
211101100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
211101010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
211100200,|⣂⠂⠂|⠂⠂⠂|⣂⠂⠂|
211100110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
211100101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
211100020,|⣂⠂⠂|⠂⠂⠂|⠂⣂⠂|
211100011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
211100002,|⣂⠂⠂|⠂⠂⠂|⠂⠂⣂|
211011100,|⠓⠂⠂|⠊⠂⠂|⠂⠂⠂|
211001110,|⠓⠂⠂|⠊⠂⠂|⠂⠂⠂|
211000111,|⠓⠂⠂|⠊⠂⠂|⠂⠂⠂|
210211000,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
210111100,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
210101110,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
210100111,|⠂⠂⠢|⠂⠂⠂|⠂⠂⠂|
204100000,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
204010000,|⠂⠂⠂|⠢⠂⠂|⠂⠂⠂|
203110000,|⣂⠂⣃|⠂⠂⠊|⠂⠂⠂|
203101000,|⠂⠂⠂|⠂⠢⠂|⠂⠂⠂|
203020000,|⣂⠂⠂|⠂⣂⠂|⠂⠂⠂|
203011000,|⠂⠂⠂|⠃⠂⠂|⠊⠂⠂|
203010100,|⠂⠂⠂|⠂⠂⠢|⠂⠂⠂|
203002000,|⣂⠂⠂|⠂⠂⣂|⠂⠂⠂|
203001100,|⠂⠂⠂|⠂⠃⠂|⠂⠊⠂|
203001010,|⠂⠂⠂|⠂⠂⠂|⠢⠂⠂|
203000200,|⣂⠂⠂|⠂⠂⠂|⣂⠂⠂|
203000110,|⠂⠂⠂|⠂⠂⠃|⠂⠂⠊|
203000101,|⠂⠂⠂|⠂⠂⠂|⠂⠢⠂|
203000020,|⣂⠂⠂|⠂⠂⠂|⠂⣂⠂|
203000011,|⠂⠂⠂|⠂⠂⠂|⠃⠂⠂|
203000002,|⣂⠂⠂|⠂⠂⠂|⠂⠂⣂|
202210000,|⠂⠃⠂|⠂⠊⠂|⠂⠂⠂|
202111000,|⣂⠂⣂|⠂⠂⠂|⠂⠂⠂|
202011100,|⣂⠂⣂|⠂⠂⠂|⠂⠂⠂|
202001110,|⣂⠂⣂|⠂⠂⠂|⠂⠂⠂|
202000111,|⣂⠂⣂|⠂⠂⠂|⠂⠂⠂|
201310000,|⣂⠂⠂|⣢⠂⠂|⠂⠂⠂|
201211000,|⠂⠃⠂|⠂⠪⠂|⠂⠂⠂|
